id,name,nasaJplUrl,absoluteMagnitude,estimatedDiameterMinKm,estimatedDiameterMaxKm,isPotentiallyHazardous,isSentryObject,closeApproachDate,closeApproachVelocityKmh,missDistanceKm,orbitingBody
2001620,1620 Geographos (1951 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001620,15.26,2.35806068,5.2727839755,True,False,1901-08-23,42346.1219923274,5071250.822425447,Earth
2001863,1863 Antinous (1948 EA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001863,15.35,2.2623249055,5.058712276,False,False,1907-10-11,65086.2510865704,13378704.031489097,Mars
2001915,1915 Quetzalcoatl (1953 EA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001915,18.38,0.5604733623,1.2532565376,False,False,1906-03-06,54435.5501077667,3789658.286758657,Earth
2001917,1917 Cuyo (1968 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001917,14.38,3.536347843,7.907514169,False,False,1926-09-28,54844.1631468403,16872241.427827521,Earth
2002063,2063 Bacchus (1977 HB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002063,17.21,0.9606274149,2.1480282008,False,False,1903-03-06,37400.8037755259,9959874.764243583,Venus
2002100,2100 Ra-Shalom (1978 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002100,16.24,1.5016024791,3.3576852183,False,False,1906-12-24,64782.4637706833,12234214.413167575,Merc
2002102,2102 Tantalus (1975 YA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002102,16.0,1.6770846216,3.750075218,True,False,1912-12-23,122044.0248632747,10979849.692146514,Earth
2002201,2201 Oljato (1947 XC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002201,15.32,2.29379698,5.1290859738,True,False,1903-06-18,91244.2564079327,25845171.905392267,Earth
2002340,2340 Hathor (1976 UA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002340,20.41,0.2200670271,0.4920848322,True,False,1901-07-04,62969.6371285868,11911205.968456928,Merc
2000719,719 Albert (A911 TB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2000719,15.59,2.0256060086,4.529392731,False,False,1909-08-21,12405.7041350431,255628988.036048565,Juptr
2000887,887 Alinda (A918 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2000887,13.82,4.5767266723,10.2338719537,False,False,1974-01-04,25545.5052610523,20461808.703836132,Earth
2001627,1627 Ivar (1929 SH),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001627,12.79,7.3545308935,16.4452310205,False,False,1929-07-19,23579.5333152807,24911350.704977863,Earth
2001916,1916 Boreas (1953 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001916,14.93,2.7450798165,6.1381850734,False,False,,,,
2001943,1943 Anteros (1973 EC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001943,15.68,1.9433676839,4.3455022465,False,False,1937-05-28,25928.3276243134,18431534.180031242,Earth
2002101,2101 Adonis (1936 CA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002101,18.69,0.4859090375,1.0865256386,True,False,1902-07-16,69587.3878906057,28140949.153484064,Earth
2002135,2135 Aristaeus (1977 HA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002135,18.05,0.6524616298,1.4589485569,True,False,1958-10-17,98776.0299183462,71380028.480414418,Earth
2000433,433 Eros (A898 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2000433,10.39,22.2103282246,49.6638037128,False,False,1900-12-27,20083.0290749201,47112732.928149391,Earth
2001036,1036 Ganymed (A924 UB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001036,9.17,38.9542616126,87.1043769791,False,False,1910-02-25,22693.9188072925,292651826.143362125,Juptr
2001685,1685 Toro (1948 OA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001685,14.28,3.7030107822,8.2801838305,False,False,1908-08-04,58086.2958387757,26483636.825059795,Earth
2001980,1980 Tezcatlipoca (1950 LA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001980,13.8,4.6190746028,10.328564805,False,False,,,,
2002059,2059 Baboquivari (1963 UA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002059,15.98,1.6926024946,3.7847742368,False,False,1922-11-16,11660.4139891112,207416502.568043495,Juptr
2002062,2062 Aten (1976 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002062,17.11,1.0059003902,2.249261651,False,False,1900-01-19,40567.7550002054,18835343.845160325,Earth
2002329,2329 Orthos (1976 WA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002329,14.57,3.2400743539,7.2450265076,False,False,1920-10-05,83134.1309438344,27250292.77288159,Earth
2001221,1221 Amor (1932 EA1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001221,17.37,0.8923905787,1.9954459964,False,False,1908-03-14,38772.6266119612,27512874.494038238,Earth
2001566,1566 Icarus (1949 MA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001566,16.53,1.313877806,2.9379200884,True,False,1902-06-11,97229.0019638462,12638658.792139494,Earth
2001580,1580 Betulia (1950 KA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001580,14.54,3.2851482781,7.345814866,False,False,1929-06-09,40887.5570991565,276689988.314172818,Juptr
2001862,1862 Apollo (1932 HA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001862,16.09,1.6089960451,3.5978245324,True,False,1911-01-29,41906.5683244585,9839831.898234393,Venus
2001864,1864 Daedalus (1971 FA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001864,14.83,2.8744514425,6.4274688236,False,False,1909-11-13,76038.4445432087,22024825.635174355,Venus
2001865,1865 Cerberus (1971 UA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001865,16.77,1.1763998937,2.6305101311,False,False,1905-12-23,74066.4935203014,15819612.516217582,Venus
2001866,1866 Sisyphus (1972 XA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001866,12.48,8.4831076189,18.9688052962,False,False,1959-11-17,83065.5644621533,29534087.889817015,Earth
2001981,1981 Midas (1973 EA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001981,15.28,2.3364418497,5.2244428015,True,False,1916-09-24,113050.525394102,23199848.702355422,Earth
2002061,2061 Anza (1960 UA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002061,16.7,1.214940408,2.7166893409,False,False,1943-09-15,24822.4401869129,10260846.619914945,Earth
2002202,2202 Pele (1972 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002202,16.99,1.0630531449,2.3770590956,False,False,1972-10-07,23378.1490247855,22477105.69833364,Earth
2002212,2212 Hephaistos (1978 SB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002212,13.45,5.4269394569,12.1350055355,False,False,1905-03-14,105916.1259739172,17637403.955072893,Venus
2002608,2608 Seneca (1978 DA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002608,17.48,0.8483107619,1.8968805296,False,False,1905-03-01,61685.3221529083,25771799.401042504,Earth
2003122,3122 Florence (1981 ET3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003122,14.08,4.0602705828,9.0790410302,True,False,1930-08-29,50235.8172385176,7837812.343010439,Earth
2003271,3271 Ul (1982 RB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003271,16.54,1.3078410858,2.9244215717,False,False,1949-02-26,49213.0000668604,11184171.076343781,Mars
2003551,3551 Verenia (1983 RD),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003551,16.72,1.2038017674,2.6917825833,False,False,1983-09-16,28810.4491938201,12754488.563255448,Earth
2003691,3691 Bede (1982 FT),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003691,14.93,2.7450798165,6.1381850734,False,False,,,,
2003752,3752 Camillo (1985 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003752,15.14,2.4920398144,5.5723704277,False,False,1934-02-14,104764.5724043333,14064861.365463892,Earth
2003908,3908 Nyx (1980 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003908,17.45,0.8601119401,1.9232687664,False,False,1932-12-08,34977.2122420762,13926111.375569924,Mars
2004055,4055 Magellan (1985 DO2),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004055,14.9,2.7832676807,6.2235757337,False,False,,,,
2004197,4197 Morpheus (1982 TA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004197,14.97,2.6949764633,6.0261505697,False,False,1913-05-12,102825.7414115641,26640610.812517376,Earth
2003102,3102 Krok (1981 QA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003102,16.16,1.5579552413,3.4836938254,False,False,1981-08-25,22059.1624440288,29746628.151072508,Earth
2003103,3103 Eger (1982 BB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003103,15.3,2.3150212221,5.176544822,False,False,1981-08-03,61046.892428621,26405146.921652433,Earth
2003199,3199 Nefertiti (1982 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003199,14.99,2.6702687706,5.9709024892,False,False,1916-03-16,48319.895556135,7046928.885504061,Mars
2003200,3200 Phaethon (1983 TB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003200,14.38,3.536347843,7.907514169,True,False,1924-10-21,121960.0339276838,22346303.065363848,Venus
2003352,3352 McAuliffe (1981 CW),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003352,15.93,1.7320282714,3.8729329538,False,False,,,,
2003361,3361 Orpheus (1982 HR),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003361,19.5,0.3346223745,0.7482383761,True,False,1929-11-12,46647.3890555114,22268359.568176661,Earth
2003362,3362 Khufu (1984 QA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003362,18.52,0.5254785303,1.1750057146,True,False,1912-09-09,108037.2079069855,72881438.226366259,Earth
2003552,3552 Don Quixote (1983 SA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003552,13.03,6.5849878292,14.7244804171,False,False,1920-12-29,42666.7760156916,90060424.686145673,Juptr
2003553,3553 Mera (1985 JA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003553,16.41,1.3885290704,3.1048453901,False,False,,,,
2003988,3988 Huma (1986 LA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003988,17.94,0.6863647587,1.5347582577,False,False,1900-07-25,26387.9704776766,8206401.04466161,Mars
2004034,4034 Vishnu (1986 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004034,18.5,0.5303407233,1.1858779086,True,False,1904-12-26,54636.6136850111,10094314.884382212,Venus
2004179,4179 Toutatis (1989 AC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004179,15.29,2.3257068746,5.2004386672,True,False,1906-10-02,44403.6131179945,23118431.871742149,Earth
2004183,4183 Cuno (1959 LM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004183,14.18,3.8775283038,8.670416872,True,False,1903-09-16,64644.5648246112,11911798.420901489,Mars
2002368,2368 Beltrovata (1977 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2002368,15.18,2.4465549617,5.4706632051,False,False,,,,
2003288,3288 Seleucus (1982 DV),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003288,15.34,2.2727673228,5.0820622309,False,False,1982-04-12,23403.185142592,20895360.863966496,Earth
2003360,3360 Syrinx (1981 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003360,16.03,1.654074158,3.6986222571,False,False,1950-12-01,81229.6046340457,13338427.213517304,Venus
2003554,3554 Amun (1986 EB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003554,15.91,1.7480545317,3.9087687612,False,False,1909-02-03,53593.3830688232,58971083.964523861,Earth
2003671,3671 Dionysus (1984 KD),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003671,16.5,1.332155667,2.978790628,True,False,1930-11-15,11968.3484149415,275200658.700941986,Juptr
2003753,3753 Cruithne (1986 TO),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003753,15.42,2.1905591097,4.898239078,False,False,1900-07-17,59753.2386469295,13746248.569927242,Earth
2003757,3757 Anagolay (1982 XB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003757,19.01,0.4193290755,0.9376483177,True,False,1900-11-16,39218.822832244,27345732.085040378,Earth
2004257,4257 Ubasti (1987 QA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004257,15.95,1.7161489408,3.8374256911,False,False,1911-07-24,81454.5331833992,5900874.772658079,Mars
2004401,4401 Aditi (1985 TB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004401,16.12,1.5869197917,3.5484605292,False,False,,,,
2003838,3838 Epona (1986 WA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2003838,15.67,1.9523378616,4.3655601735,False,False,1979-08-01,71162.2538530412,7402720.117687786,Mars
2004015,4015 Wilson-Harrington (1979 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004015,16.19,1.536579294,3.4358957542,True,False,1919-09-30,31701.5588266278,7860397.746795606,Earth
2004341,4341 Poseidon (1987 KF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004341,16.08,1.6164228334,3.6144313359,False,False,1902-08-11,66353.2946466034,13539063.702980731,Venus
2004450,4450 Pan (1987 SY),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004450,17.27,0.9344476509,2.0894884689,True,False,1907-12-11,77122.768082706,14855025.032818765,Venus
2004503,4503 Cleobulus (1989 WM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004503,15.82,1.8220277059,4.0741778073,False,False,1902-07-15,16637.0806382552,203480043.472579802,Juptr
2004769,4769 Castalia (1989 PB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004769,17.4,0.8801465209,1.9680674509,True,False,1902-02-18,56391.4069467527,9859362.079680337,Venus
2004947,4947 Ninkasi (1988 TJ1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004947,18.07,0.6464798256,1.4455728362,False,False,1933-07-01,26812.4182455903,2528239.338016894,Mars
2005011,5011 Ptah (6743 P-L),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005011,16.64,1.2489785407,2.7928009194,True,False,1902-03-31,55202.4659329312,6011153.654968535,Mars
2005587,5587 (1990 SB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005587,13.89,4.431543091,9.9092315966,False,False,1906-09-21,12816.2993705762,294494433.65480196,Juptr
2005590,5590 (1990 VA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005590,19.91,0.2770479727,0.6194981001,False,False,1900-05-27,46599.5205997074,4838845.235615849,Venus
2005620,5620 Jasonwheeler (1990 OA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005620,17.11,1.0059003902,2.249261651,False,False,,,,
2005645,5645 (1990 SP),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005645,17.23,0.9518203298,2.1283349598,False,False,1908-11-10,37859.0106383334,15226197.439282706,Earth
2004486,4486 Mithra (1987 SB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004486,15.62,1.9978136523,4.4672471329,True,False,1902-08-23,79937.7174172681,26278354.229668417,Earth
2004487,4487 Pocahontas (1987 UA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004487,17.48,0.8483107619,1.8968805296,False,False,,,,
2004596,4596 (1981 QB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004596,16.46,1.3569222899,3.0341704805,False,False,2001-10-13,74052.4385510392,6462312.242735578,Mars
2004954,4954 Eric (1990 SQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004954,12.55,8.2140052596,18.3670741281,False,False,1939-10-06,45096.745300232,10542556.253845107,Mars
2004957,4957 Brucemurray (1990 XJ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004957,15.05,2.5974965333,5.8081788198,False,False,1939-05-07,55183.3322629622,11941824.762901308,Mars
2005143,5143 Heracles (1991 VL),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005143,14.04,4.1357566488,9.2478330051,False,False,1903-12-22,21807.3492138222,270323268.990688944,Juptr
2005324,5324 Lyapunov (1987 SL),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005324,15.35,2.2623249055,5.058712276,False,False,1911-08-31,44615.1419276587,27428041.281907988,Earth
2005381,5381 Sekhmet (1991 JY),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005381,16.72,1.2038017674,2.6917825833,False,False,1908-05-16,83186.5689074081,19772825.735373203,Earth
2004544,4544 Xanthus (1989 FB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004544,17.39,0.8842090927,1.9771516375,False,False,1902-07-03,29616.6974335794,9723894.641048844,Venus
2004660,4660 Nereus (1982 DB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004660,18.75,0.4726666672,1.0569147985,True,False,1900-01-29,19961.5141789709,3111379.539567199,Earth
2004688,4688 (1980 WF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004688,19.6,0.3195618867,0.7145621017,False,False,1940-11-17,57458.0158972366,59574121.700049682,Earth
2005189,5189 (1990 UQ),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005189,17.85,0.7154099509,1.599705282,True,False,1901-03-25,39386.5988598832,5402911.349706266,Mars
2005332,5332 Davidaguilar (1990 DA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005332,14.96,2.7074159094,6.0539660169,False,False,,,,
2005370,5370 Taranis (1986 RA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005370,15.23,2.3908645717,5.3461357073,False,False,2099-09-10,47562.8911118233,19827635.56754146,Earth
2005496,5496 (1973 NA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005496,16.16,1.5579552413,3.4836938254,False,False,1916-07-03,137212.7525305668,11447620.450186642,Earth
2005604,5604 (1992 FE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005604,17.36,0.8965096664,2.0046565566,True,False,1901-02-26,53557.6721317981,15099466.710736444,Earth
2004581,4581 Asclepius (1989 FC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004581,20.74,0.1890405519,0.4227075246,True,False,1901-06-27,45510.4484717792,16533200.938423862,Venus
2004953,4953 (1990 MU),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2004953,14.88,2.8090209395,6.2811617709,True,False,1919-11-18,68455.109817985,18036380.950770348,Venus
2005131,5131 (1990 BG),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005131,14.81,2.9010484143,6.4869414603,False,False,1928-11-01,97834.4796588365,7271391.543486435,Venus
2005626,5626 Melissabrucker (1991 FE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005626,14.33,3.618719966,8.0917038355,False,False,1928-06-27,34036.9585778154,6958019.68492843,Mars
2005653,5653 Camarillo (1992 WD5),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005653,16.22,1.5154966357,3.3887534971,False,False,1916-07-19,31398.230853471,14848700.1096741,Mars
2005828,5828 (1991 AM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005828,15.96,1.7082639526,3.8197943216,False,False,,,,
2005863,5863 Tara (1983 RB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005863,15.83,1.813656249,4.0554586606,False,False,1947-04-21,48492.2091431851,7588218.574289108,Mars
2006063,6063 Jason (1984 KB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006063,16.02,1.6617090174,3.7156943217,False,False,1901-08-24,106963.8267030066,21335020.641375563,Venus
2006178,6178 (1986 DA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006178,15.71,1.9167036797,4.2858797205,False,False,2038-04-07,17488.0173277914,29624429.310480452,Earth
2006239,6239 Minos (1989 QF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006239,18.59,0.5088092249,1.1377320144,True,False,1900-08-23,67001.0342417539,29226838.668163861,Earth
2006455,6455 (1992 HE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006455,14.08,4.0602705828,9.0790410302,False,False,,,,
2007025,7025 (1993 QA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007025,18.08,0.6435095206,1.4389310323,False,False,1900-12-04,51029.2348546453,62034342.865880918,Earth
2007092,7092 Cadmus (1992 LC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007092,15.12,2.5150983749,5.6239309364,False,False,1923-12-13,77797.5374791624,19256880.334291863,Earth
2007336,7336 Saunders (1989 RS1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007336,18.8,0.4619074603,1.0328564805,False,False,1968-09-15,19489.7912346926,29293055.816632802,Earth
2007341,7341 (1991 VK),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007341,16.96,1.0778416872,2.4101272816,True,False,1961-11-19,46199.5575159629,19205793.200239195,Earth
2007822,7822 (1991 CS),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007822,17.34,0.9048049682,2.0232054153,True,False,1915-09-02,68514.9696969829,14008925.001495387,Earth
2005660,5660 (1974 MA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005660,15.38,2.2312846442,4.9893041415,False,False,1900-07-23,134061.6690835837,47210761.345604056,Earth
2005731,5731 Zeus (1988 VP4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005731,15.47,2.1406958967,4.7867415442,False,False,1926-01-25,19388.6904120228,265530114.056206791,Juptr
2006489,6489 Golevka (1991 JX),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006489,19.22,0.3806755436,0.8512163929,True,False,1926-08-01,42274.3614137096,12929666.158086961,Mars
2006569,6569 Ondaatje (1993 MO),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006569,16.63,1.2547435637,2.8056919027,False,False,,,,
2006611,6611 (1993 VW),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006611,16.82,1.1496217629,2.5706324102,False,False,1918-12-22,48120.1783769207,19339110.573403687,Earth
2007236,7236 (1987 PA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007236,18.32,0.5761757511,1.2883681464,False,False,1906-07-23,38371.3590827297,26499860.609342786,Earth
2007335,7335 (1989 JA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007335,17.7,0.7665755735,1.7141150923,True,False,1916-05-20,53780.483483662,9668093.438755884,Earth
2007358,7358 Oze (1995 YA3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007358,14.73,3.0099201655,6.7303860969,False,False,1972-09-15,18996.9727781671,18502379.437804373,Earth
2007474,7474 (1992 TC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007474,18.11,0.634680239,1.4191881584,False,False,1945-09-26,9161.9624101746,25755120.210923659,Earth
2007480,7480 Norwan (1994 PC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007480,17.24,0.9474471126,2.118556149,False,False,1901-01-21,30437.4355557582,13483501.917118919,Mars
2005646,5646 (1990 TR),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005646,15.51,2.1016237932,4.6993736648,False,False,,,,
2005693,5693 (1993 EA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005693,16.78,1.1709948272,2.6184240349,True,False,1902-01-05,91186.194083531,20577254.442260009,Venus
2005751,5751 Zao (1992 AC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005751,14.94,2.7324673204,6.1099826748,False,False,,,,
2006047,6047 (1991 TB1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006047,17.84,0.7187121332,1.607089186,False,False,1935-10-19,76660.0150309794,68292739.433842669,Earth
2006050,6050 Miwablock (1992 AE),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006050,14.94,2.7324673204,6.1099826748,False,False,2011-09-02,24146.6175922729,10870276.193712682,Mars
2006053,6053 (1993 BW3),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006053,15.1,2.5383702936,5.6759685287,False,False,1964-01-26,56804.5616452664,5710526.697186458,Mars
2007753,7753 (1988 XB),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2007753,18.01,0.6645917971,1.4860724357,True,False,1901-06-22,56744.9140438883,12475400.587117675,Earth
2005786,5786 Talos (1991 RC),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005786,17.14,0.9920989194,2.2184006242,False,False,,,,
2005797,5797 Bivoj (1980 AA),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005797,18.89,0.4431543091,0.9909231597,False,False,1954-01-22,23566.4196796821,15718713.031401664,Earth
2005836,5836 (1993 MF),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005836,14.99,2.6702687706,5.9709024892,False,False,1907-09-11,8910.60044774,263006695.584349582,Juptr
2005869,5869 Tanith (1988 VN4),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005869,17.22,0.9562137328,2.1381589077,False,False,1964-06-16,44243.5864294609,13948615.547711681,Mars
2005879,5879 Almeria (1992 CH1),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2005879,17.61,0.7990150812,1.7866520367,False,False,1905-02-13,41877.7807783932,25530592.014114438,Earth
2006037,6037 (1988 EG),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006037,18.86,0.4493191996,1.004708274,True,False,1907-09-02,36707.6487448541,24873142.137397968,Earth
2006456,6456 Golombek (1992 OM),https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2006456,16.07,1.6238839022,3.6311147929,False,False,,,,
